input,output,instruction
budha sala sathiya gya hai,negative,Classify the given article as either positive or negative or mix sentiment.
kaun bole parents ko nahi hai interest unke bete mein :d :d toh bekar mein kyun dekho usse ;) 3:),negative,Classify the given article as either positive or negative or mix sentiment.
Haa bhai,positive,Classify the given article as either positive or negative or mix sentiment.
Dhyan bike par hi rakhna,neutral,Classify the given article as either positive or negative or mix sentiment.
aaj ke din ki parade dekh pta chalta hai k india defense me kitna strong hai . . kitne dhaansu dhaansu weapons hai humari country ki army pe . . . . .,positive,Classify the given article as either positive or negative or mix sentiment.
aur iss saal filmfare award for best actor jata hai guddu ko . . .,positive,Classify the given article as either positive or negative or mix sentiment.
M tonhi mile ??,negative,Classify the given article as either positive or negative or mix sentiment.
of course it's aston villa . played them off the park on saturday . bring it on !,neutral,Classify the given article as either positive or negative or mix sentiment.
Ni aate,neutral,Classify the given article as either positive or negative or mix sentiment.
Mai achhi,negative,Classify the given article as either positive or negative or mix sentiment.
Mile jab the hum tum yaad hai yaa bhul gye,neutral,Classify the given article as either positive or negative or mix sentiment.
Toh mammi bore ho rhi hongi,neutral,Classify the given article as either positive or negative or mix sentiment.
"I think SALMAN SIR is taking a nap... jago salman bhai jago, aapka fans kab se wait kar raha hain....!",neutral,Classify the given article as either positive or negative or mix sentiment.
"kaash , nintendo (aur baaki saare game/console manufacturers) humey khel ne ke paise dete , toh aaj naukri nahi karni padhti . . .",negative,Classify the given article as either positive or negative or mix sentiment.
raina thoda aur rehna tha. #indvssa,neutral,Classify the given article as either positive or negative or mix sentiment.
Na abi thodi,neutral,Classify the given article as either positive or negative or mix sentiment.
"sat next to a black guy on a train , when niggas in paris came on . . . had to turn it up !",neutral,Classify the given article as either positive or negative or mix sentiment.
Meri zindingi aapko lag jaye bhaijaan yeh dua hai meri,positive,Classify the given article as either positive or negative or mix sentiment.
i remember it happen in my place also koi apni jagah se nahin hilega,neutral,Classify the given article as either positive or negative or mix sentiment.
free car parking,positive,Classify the given article as either positive or negative or mix sentiment.
"rt @beingind: modi sarkaar ke 9 mahine poorey hue... mubarak ho, @arvindkejriwal paida hua hai... #aapsweep #aapkidilli #aap",positive,Classify the given article as either positive or negative or mix sentiment.
Mai toh impatient ho Gaya tha,negative,Classify the given article as either positive or negative or mix sentiment.
Madarchod burrr,neutral,Classify the given article as either positive or negative or mix sentiment.
Saale ne heavy dose de diya,negative,Classify the given article as either positive or negative or mix sentiment.
@aamir_khan saare bhagwan laapta or baki ke dusare dharm ke pamphlet kyon nahi the pk movie mein?,neutral,Classify the given article as either positive or negative or mix sentiment.
Tounghdekharhah??,negative,Classify the given article as either positive or negative or mix sentiment.
this reminded me of calvins crazy imaginations :),positive,Classify the given article as either positive or negative or mix sentiment.
LOLvaaa😊,neutral,Classify the given article as either positive or negative or mix sentiment.
Kitna wait kervaoga,neutral,Classify the given article as either positive or negative or mix sentiment.
achhe din aa gye,positive,Classify the given article as either positive or negative or mix sentiment.
Batao na bhai mene aapse 3question puche hai,neutral,Classify the given article as either positive or negative or mix sentiment.
oh aaj google kholkr i'm feeling lucky pr click karungi pkka,positive,Classify the given article as either positive or negative or mix sentiment.
my friend tells me that suit is so dear to modiji he cud b wearing it one last time as he watches the results #delhidecides #missiondelhi,neutral,Classify the given article as either positive or negative or mix sentiment.
mujhe cold drink pini hai_hahaha :d,neutral,Classify the given article as either positive or negative or mix sentiment.
Mera number,neutral,Classify the given article as either positive or negative or mix sentiment.
ashwin ko bulaya kyu nahi dhoni ne abi tk :/ #indvssa,neutral,Classify the given article as either positive or negative or mix sentiment.
Nhi bilkul nhi,negative,Classify the given article as either positive or negative or mix sentiment.
Aap mre fvrt ho pr aap rpl to kro,positive,Classify the given article as either positive or negative or mix sentiment.
copy karo and past karte jao dosto ko btate jao,neutral,Classify the given article as either positive or negative or mix sentiment.
padai likhai sb bhad mai gyi phele kiss karlo bus p kitni %age ayi beta apki 12th mai ?,negative,Classify the given article as either positive or negative or mix sentiment.
delhi voter: saste bijili..saste paani... desh gaya thele lene..,neutral,Classify the given article as either positive or negative or mix sentiment.
rapidex english speaking course ka bhi ad kar deta bhai . . hahahaha,neutral,Classify the given article as either positive or negative or mix sentiment.
Muskil h milna to wese b,negative,Classify the given article as either positive or negative or mix sentiment.
"travel bhi karna hai or paise bhi nahi dene, just heard a voice: ''bc jab se ye modi aaya hai ticket leni padti hai'' #railbudget2015",negative,Classify the given article as either positive or negative or mix sentiment.
1 of d truest confessions ..... same flngs here also ...... May God bless u ...,positive,Classify the given article as either positive or negative or mix sentiment.
think what happen jab principal sir round ho :-p,neutral,Classify the given article as either positive or negative or mix sentiment.
sr ji 2 mnt xtra lay li....ab itne dr apko jyada baat krni.pdegi :*,neutral,Classify the given article as either positive or negative or mix sentiment.
Le,neutral,Classify the given article as either positive or negative or mix sentiment.
jawab deyde...?? :( :( #livechatwithsalmankhan,neutral,Classify the given article as either positive or negative or mix sentiment.
Hilla dekh tu Kya,neutral,Classify the given article as either positive or negative or mix sentiment.
kaha hai 15 lac .,neutral,Classify the given article as either positive or negative or mix sentiment.
"theo walcott is still shit , watch rafa and johnny deal with him on saturday .",negative,Classify the given article as either positive or negative or mix sentiment.
what a well-timed century from #dhawan. need more runs now to peg back #sa. #indvssa #bleedblue #cwc15 #worldcup,positive,Classify the given article as either positive or negative or mix sentiment.
@srbachchan #shamitabh #shamitabhmovie amitji aapki film ki release ka besabri se intezar kar rahi hoon. http://t.co/nqluueh82s,neutral,Classify the given article as either positive or negative or mix sentiment.
Ap jesi jaha miljati he fir durghatna ghatjati he,positive,Classify the given article as either positive or negative or mix sentiment.
jab bhi annualy inspection hota tha copies ka ki last copy kab check hui hai . . . mai us time nayi copy bana k check kara deta tha nd bolta tha peechli wali khtm ho gayi . . . :-),neutral,Classify the given article as either positive or negative or mix sentiment.
Net nhi h kya ?,negative,Classify the given article as either positive or negative or mix sentiment.
kal lakshmi mata ki aarti hogi subha ke waqt namaste jii,positive,Classify the given article as either positive or negative or mix sentiment.
"bade maje se ghuma karte the hum bhi , . , . ;-)",positive,Classify the given article as either positive or negative or mix sentiment.
"#41 I'm still a virgin , and there are so many babes in mumbai here everytime I go outside campus its driving me crazy !",neutral,Classify the given article as either positive or negative or mix sentiment.
raina...aaj to badla leke rahoonga...#indvspak,negative,Classify the given article as either positive or negative or mix sentiment.
"bahi,,kesehe ap??",neutral,Classify the given article as either positive or negative or mix sentiment.
i'm simple and ordinary aadami who need's only stability,neutral,Classify the given article as either positive or negative or mix sentiment.
kachua sir maths aur english dono pdate hai ? =p,neutral,Classify the given article as either positive or negative or mix sentiment.
Kch naya ni h kya Du admin k pass ...! nywz nyc story keep it up ;-),positive,Classify the given article as either positive or negative or mix sentiment.
Arre salman bhai kanha ho app 4 bajke 15 min ho gaya,neutral,Classify the given article as either positive or negative or mix sentiment.
oh is it . . . . then try to get a job of watch man even in that local hospital . . . . . . . they will not let u in even for analyzing shit . . . 3 :),negative,Classify the given article as either positive or negative or mix sentiment.
Salman sir kahan.....h aap .aap to humse baat karne wale thai na,neutral,Classify the given article as either positive or negative or mix sentiment.
bhai akele shikhar aur rahane ne south africa ko thoka . . . :d,positive,Classify the given article as either positive or negative or mix sentiment.
Mast,positive,Classify the given article as either positive or negative or mix sentiment.
never,neutral,Classify the given article as either positive or negative or mix sentiment.
Awesome track. ..Dil mey uttar gya yaar,positive,Classify the given article as either positive or negative or mix sentiment.
Hiiii mam,positive,Classify the given article as either positive or negative or mix sentiment.
rt @jsingh341: rt anuradhagarg17: gurmeetramrahim hume aj itni hi ijjazat de dijiye khwab m ja k apko chhu sake #msg3successfulweeks,neutral,Classify the given article as either positive or negative or mix sentiment.
Koi Ni aap ache ladki jo,neutral,Classify the given article as either positive or negative or mix sentiment.
aur harao uae ko ! ho gaya na petrol diesel hike hu #indvsuae #cwc15 #superbudget,neutral,Classify the given article as either positive or negative or mix sentiment.
Bhai ajkirat appkesat,neutral,Classify the given article as either positive or negative or mix sentiment.
acting ka betaaz badshah guddu ;),positive,Classify the given article as either positive or negative or mix sentiment.
in case you forgot panthers are horrible on defense . pathetic . ranked 27th against run and their top cb (gamble) is out w/ injury . #cowboys,negative,Classify the given article as either positive or negative or mix sentiment.
supw- socially useful productive work . . . . . . . . . . . . sirf mom ke liye extra production work ho jata tha ! ! hum log guddu ki tarah baith kar pankha on/off hii karte reh jaate the :) thank you mom for all your hard work :) :d,positive,Classify the given article as either positive or negative or mix sentiment.
"pacino might play paterno in the psu movie . it'll be the 2nd movie in his career w/ the phrase "" say hello to my little friend . "" #scarfacial",neutral,Classify the given article as either positive or negative or mix sentiment.
mahan bibhutiyo ko naman karna sacchi dhridhata ka sabse anmol marg hai .aapko sadar naman,positive,Classify the given article as either positive or negative or mix sentiment.
free download ! adam freeland - morning sun (endymion bootleg) ! click on the link below &amp; like endymion on facebook ! http/URL,neutral,Classify the given article as either positive or negative or mix sentiment.
nhi yaar mai unke saath nhi kar paunga,neutral,Classify the given article as either positive or negative or mix sentiment.
humari to diwali manane ki habbit hi ho gayi hai . . . . . . . burrrrhahahahahahaa,positive,Classify the given article as either positive or negative or mix sentiment.
hamara bhi kartavya hai clean bharat karana,positive,Classify the given article as either positive or negative or mix sentiment.
"@someUSER i have a date with christian kane and the leverage team that i recorded tues , then the finder , sexy ! , have fun , night night xx",positive,Classify the given article as either positive or negative or mix sentiment.
"not to be overlooked by sandy , a summery mid-upper 70s with sunshine today in cny . record high of 79 set in buffalo . more warmth friday !",positive,Classify the given article as either positive or negative or mix sentiment.
ye vi bolne ki baat h ap bulayen aur hum na ayee #bhaiyjan,neutral,Classify the given article as either positive or negative or mix sentiment.
bhai mario me bhi unlimited 1ups milte the . . kachue ko seedi se sata k uske upar koodte raho . . 1up milte rehte the :p :p :p :p,positive,Classify the given article as either positive or negative or mix sentiment.
inhe kaho hindi hi theek hai . . aise to guddu ki english aur bigad jayegi :d,positive,Classify the given article as either positive or negative or mix sentiment.
Same story -( confessor u can contact me if u want maybe we cud share our problms !,neutral,Classify the given article as either positive or negative or mix sentiment.
"kuch naya jodna hoga, kuch purana todna hoga. #railbudget2015 #prabhukirail",neutral,Classify the given article as either positive or negative or mix sentiment.
anna ji ne bilkul right time par bola hai,positive,Classify the given article as either positive or negative or mix sentiment.
dont push it,neutral,Classify the given article as either positive or negative or mix sentiment.
"@gurmeetramrahim #msgincinemas ajj hoge asin maala maal, satguru ne rakheya sada bada khayal, kar ditti msg release jo payugi dhamaal...",positive,Classify the given article as either positive or negative or mix sentiment.
guddu ka bag hai ya parachute ?,neutral,Classify the given article as either positive or negative or mix sentiment.
Pakistan m yeh move nh chil sekte chair parr de hum cinema wallo ko lhr m tu kabhi nh,negative,Classify the given article as either positive or negative or mix sentiment.
Kya haal hain..pawan kumar chaturvedi g..urf. bajrangi bhai bhajaan,neutral,Classify the given article as either positive or negative or mix sentiment.
jaga hain hindustan jagegi delhi #abkibaarbedisarkaar,neutral,Classify the given article as either positive or negative or mix sentiment.
😉😊,neutral,Classify the given article as either positive or negative or mix sentiment.
kya 3:30 bola tha,neutral,Classify the given article as either positive or negative or mix sentiment.
bc foreign m jaker indians ki izzat . . . . . . . mc tu h b ni us hangout disc m jaane k layak saale mc bc,negative,Classify the given article as either positive or negative or mix sentiment.
mai aaj bhi . . . . . . yahi krke aaya hu . . . . . . . . ghar se bike par full inner jacket . . . . . nd ground me pahuchte hi . . . . . . single t-shirt me :p :d,neutral,Classify the given article as either positive or negative or mix sentiment.
mere pas abhi b 2 video games or kai cassettes h . . .,neutral,Classify the given article as either positive or negative or mix sentiment.
rumor: #blackhawks may have traded niklas hjalmarsson to the #oilers for sam gagner . stay tuned .,neutral,Classify the given article as either positive or negative or mix sentiment.
"hosting toh ati nhi farah ko or bdi bdi bate , bhik mag k khate",negative,Classify the given article as either positive or negative or mix sentiment.
"#sabkabudget #superbudget #unionbudget2015 my vote to #modisarkar got wasted, i shld have voted for @arvindkejriwal ..he is gem of a person.",negative,Classify the given article as either positive or negative or mix sentiment.
Standard size gai,negative,Classify the given article as either positive or negative or mix sentiment.
drapan nhi darpan hota h . . aapki hindi kamzor h,negative,Classify the given article as either positive or negative or mix sentiment.
Pls 4 pm se zyada late mat krna Salman Khan,neutral,Classify the given article as either positive or negative or mix sentiment.
"@someUSER i had vick and flacco , needed an upgrade . vick may get benched , jennings a back up again soon . i thought it was a win for me .",neutral,Classify the given article as either positive or negative or mix sentiment.
Oo salman sale ku bohat ghamand ayi musalmaano ku bola ki musalman koy bi nahi dekhe tho bi chalegi meri film bolke bola,negative,Classify the given article as either positive or negative or mix sentiment.
ðŸ˜œ,neutral,Classify the given article as either positive or negative or mix sentiment.
And i miss u like alwz,positive,Classify the given article as either positive or negative or mix sentiment.
Na Bhaiya le gya office,neutral,Classify the given article as either positive or negative or mix sentiment.
best line is: mujhey cold drink peeni hai .,positive,Classify the given article as either positive or negative or mix sentiment.
lastly itne din baad …… garbage bin is back :) :d,positive,Classify the given article as either positive or negative or mix sentiment.
tum to emotional kar dete ho yaar . . .,neutral,Classify the given article as either positive or negative or mix sentiment.
virat kohli ka 1 run dekhne k liye anushka bhabhi india se australia tak aa gayi . . . .,neutral,Classify the given article as either positive or negative or mix sentiment.
hahahhaha . . . . yaaarr isne to school yaad dila diya :d,positive,Classify the given article as either positive or negative or mix sentiment.
"garbage bin , kahan gayab ho jate ho . . :(",neutral,Classify the given article as either positive or negative or mix sentiment.
Khana ?,neutral,Classify the given article as either positive or negative or mix sentiment.
kitne years se aisa hi hota aya h :'(,negative,Classify the given article as either positive or negative or mix sentiment.
@someUSER then he makes his first career field goal for edmonton on november 1 . what a year .,positive,Classify the given article as either positive or negative or mix sentiment.
rt @jeet17bal: @gurmeetramrahim #msg3successfulweeks apke vachno pal chalenge papa ji... or appki khushiya peyenge,positive,Classify the given article as either positive or negative or mix sentiment.
hlw sir kha ho baat kro na,neutral,Classify the given article as either positive or negative or mix sentiment.
Abe ye sharma kon h ????. . M nt from DU !!.. so batado na .. kon h ye .,neutral,Classify the given article as either positive or negative or mix sentiment.
"Tu b sth me reh ... Phr we ll cll \ "" kutta kutti ki happy family \ "" ...",negative,Classify the given article as either positive or negative or mix sentiment.
bc .. kya zamaana aa gaya hia ... humein to aise nazaare kabhi naseeb na huye,neutral,Classify the given article as either positive or negative or mix sentiment.
celebrate the chinese new year in #shanghai (around february) and see a dragon dance during the spring festival ! amazing experience !,positive,Classify the given article as either positive or negative or mix sentiment.
"bdhya kia , n i thnk us ladki ne 2hr . Chudaai krva ke bill pe kia hoga . Bechari ki choot to fat gayi .",negative,Classify the given article as either positive or negative or mix sentiment.
km boli moti mt bol,negative,Classify the given article as either positive or negative or mix sentiment.
Oeeeeee,neutral,Classify the given article as either positive or negative or mix sentiment.
happy valentines day ? o . o say what ? is it feb 14th already ?,positive,Classify the given article as either positive or negative or mix sentiment.
"rt @poojasachdeva64: all songs of msg are wonderful songs are sung, composed and written by @gurmeetramrahim #msgyouthicon",positive,Classify the given article as either positive or negative or mix sentiment.
ak is my hero,positive,Classify the given article as either positive or negative or mix sentiment.
garbage bin apne guddu ki masumiyat kahin kho na jaye,neutral,Classify the given article as either positive or negative or mix sentiment.
rula diya yaar . . . love u yaar:-),positive,Classify the given article as either positive or negative or mix sentiment.
But the bottom line is that he STILL has a chance to get lucky ... unlike YOU ! D,neutral,Classify the given article as either positive or negative or mix sentiment.
"jb gf bn jaayegi tb bologe . . . . * 24/7 call kyu krti rhti ho . . kbhi toh chen se rhne do . . :p * thoda dur rho mujhse . . i want some space . . . * baby tum mujh par itna shaq kyu krti ho . . . . -_- ok , i want break up . . . . . . * the end * :/",negative,Classify the given article as either positive or negative or mix sentiment.
hamay tu muqa bh nahi mila,neutral,Classify the given article as either positive or negative or mix sentiment.
mast hai it's kool . . . .,positive,Classify the given article as either positive or negative or mix sentiment.
guddu bhai captain ban jao ab tum . . . aur 2-4 ad campaign krlo,positive,Classify the given article as either positive or negative or mix sentiment.
Han woi,neutral,Classify the given article as either positive or negative or mix sentiment.
Mai likh kar hi de dunga thk h na Ye cream h,negative,Classify the given article as either positive or negative or mix sentiment.
working tonight is seriously interfering with the fact that its wednesday and the challenge is on #wahh #getmeouttahere,positive,Classify the given article as either positive or negative or mix sentiment.
"ufc on fuel tv 5 preliminary card preview: this saturday , the ufc once again comes to fuel tv . coming . . . http/URL #ufc #mma",neutral,Classify the given article as either positive or negative or mix sentiment.
peaceful celebration :-p,positive,Classify the given article as either positive or negative or mix sentiment.
Sahi baith jayega shayad,neutral,Classify the given article as either positive or negative or mix sentiment.
☺☺,positive,Classify the given article as either positive or negative or mix sentiment.
aged under 26 and keen to become a foreign correspondent ? apply for the marie colvin scholarship http/URL,neutral,Classify the given article as either positive or negative or mix sentiment.
Mullo ko bhagao...TP mat karo,negative,Classify the given article as either positive or negative or mix sentiment.
awesome sir awesome :d :d,positive,Classify the given article as either positive or negative or mix sentiment.
Ab to aa jao jnab ...plz aajo,neutral,Classify the given article as either positive or negative or mix sentiment.
"our parents use to take our project seriously . . . . and use to ask , did you complete your project , tomorrow is your last day did you complete it , and epic reaction if we say i did a small mistake in my project then huh ? ? then how will rectify it now time is ending",neutral,Classify the given article as either positive or negative or mix sentiment.
psu's me kam aur chutti . ye possible kaha ! ! ! mobile pe refresh maar maar k dekh raha hu . . :-(,negative,Classify the given article as either positive or negative or mix sentiment.
Ai wali hai,neutral,Classify the given article as either positive or negative or mix sentiment.
or kitna specch m aam logo ki ullu banao gye .,negative,Classify the given article as either positive or negative or mix sentiment.
agr MH environment itni hi problm hai toh kisi dusre colg me admission le le ................ may be tb tujhe realize ho ki tune kya miss kia hai ...................,neutral,Classify the given article as either positive or negative or mix sentiment.
"@someUSER diablo iii post-1 . 0 . 4 was very generous . they had an immediate "" maintenance "" after the 1st 24 hours . generosity gone . *shrug*",neutral,Classify the given article as either positive or negative or mix sentiment.
congrats to dj's 3rd grade team going to the superbowl ! i'll be there cheering .,positive,Classify the given article as either positive or negative or mix sentiment.
ohh that evil grin !,negative,Classify the given article as either positive or negative or mix sentiment.
showbiz: sanjay dutt needs eight more days to shoot for pk http://t.co/hhueiefh33 #movie #news,neutral,Classify the given article as either positive or negative or mix sentiment.
awesome yaar,positive,Classify the given article as either positive or negative or mix sentiment.
sapna bhul jao,negative,Classify the given article as either positive or negative or mix sentiment.
"kal se free bijli, wifi and water...woohoo! far dee #bjpigs ki. #aapsweep #aapkidilli #aapstorm",negative,Classify the given article as either positive or negative or mix sentiment.
"@someUSER i'm still at my school , stayed in the 6th form . but i see you got into the brits ! ! congrats iil bro i'm proud :')",positive,Classify the given article as either positive or negative or mix sentiment.
@someUSER i think that's standard now . it's actually an improvement . before they were saying the 11th . now the 9th .,positive,Classify the given article as either positive or negative or mix sentiment.
"Tu bhi jhootha nikla ,Vaada tera vaada hi nikla...",negative,Classify the given article as either positive or negative or mix sentiment.
anna ji . . . . lok sabha chunav mein varanasi wala episode bhul gaye . . . ! ! ! !,positive,Classify the given article as either positive or negative or mix sentiment.
"fm being labelled deserter to being crowned d cm, wat a comeback! #5saalkejriwal #aapstorm #delhidecides",positive,Classify the given article as either positive or negative or mix sentiment.
 may your life one day be as awesome as you pretend it is on facebook  - will ferrell,positive,Classify the given article as either positive or negative or mix sentiment.
kripyaa . . apki gf aesi u6al kud karne vali ho to propose karte vakt ku6 safe jagah dhundhe . . :p,neutral,Classify the given article as either positive or negative or mix sentiment.
"bus aap niche iss link pe click karke app install kare . bus phir offers mai jakar 1 ya 2 app(flipkart , 9apps etc . ) download kare . or phir apko 1 hour ke andar 200 ka recharge aapke account mai pahuch jayega . happy earning",positive,Classify the given article as either positive or negative or mix sentiment.
Arey papa aaj gzb me they ??,negative,Classify the given article as either positive or negative or mix sentiment.
"just deleted 100 pictures from my phone , realized i look hideous in most , diet starts tomorrow . #goodnight",neutral,Classify the given article as either positive or negative or mix sentiment.
hamare school ki teachers bhi sweater buna kart thi,neutral,Classify the given article as either positive or negative or mix sentiment.
@bjp4india &amp; its supporter must not troll #rahulonleave as he is their best campaigner! 1/2,neutral,Classify the given article as either positive or negative or mix sentiment.
"anna&amp; @arvindkejriwal ko pehle pura bill padna chahiye, kisan ko zameen ke badle 4 guna value milegi, #arvindannaback #landacquisitionbill",positive,Classify the given article as either positive or negative or mix sentiment.
Assalamualaikum salman sir,neutral,Classify the given article as either positive or negative or mix sentiment.
: umar akmal ne moo pe white powder laga kar imran khan ki yaad taza kar di #indvspak m asif 03361654636,neutral,Classify the given article as either positive or negative or mix sentiment.
😭😭,neutral,Classify the given article as either positive or negative or mix sentiment.
i have had a couple of hot makeout sessions in a corner of the loby journal section with different guys . it was weird as recently we saw another couple using our favored spot . wtf seriously ? ! ! ? ! ? !,negative,Classify the given article as either positive or negative or mix sentiment.
another biggest lie : maggie ready in 2 minutes :p,negative,Classify the given article as either positive or negative or mix sentiment.
rt @iamkrishnam: kya kya ban karthe miyan ye bhakt loga? charminaar ka dum biryani nakko ban karon miyan. #beefban,neutral,Classify the given article as either positive or negative or mix sentiment.
sare logo se ke hogi bat,neutral,Classify the given article as either positive or negative or mix sentiment.
"#216 : have you ever gone out on a terrible date and came home and thought \ "" did i really shave my pubic hair for this\ """,negative,Classify the given article as either positive or negative or mix sentiment.
bhai tu delhi walo ka naam kyu kharab kar raha itni bekar english likhi he gramatical mistakes kaafi hai yaar .,negative,Classify the given article as either positive or negative or mix sentiment.
thank you annaji bas yehi kafi he aur isse bada ashirwad humare liye aur kuch nhi joy anna joy aap joy kejriwal aur ha me koi jotish nhi bas apna manka sun leta hu aur kejriwal ko kehta hu ap fikr na kare app ko 36 seat milega 101%,negative,Classify the given article as either positive or negative or mix sentiment.
zara sweaters k pattern to dekho . . . ek dum mohabbatein ka shahrukh lag raha hai,positive,Classify the given article as either positive or negative or mix sentiment.
Mondayg deadlineg,neutral,Classify the given article as either positive or negative or mix sentiment.
Uncle! Uncle! har chiz mein religion..religion..kaiko? :-) Quran ho..ya bible.. aap ache hona pata chalta hai..bas... ushme bhi..ye sab ghuser diya kaiko? :-D,positive,Classify the given article as either positive or negative or mix sentiment.
#msgincinemas is trending at top. so weird coz i think #msginchinese is bad too.,neutral,Classify the given article as either positive or negative or mix sentiment.
pappu naach nahin saktha! #rahulonleave,negative,Classify the given article as either positive or negative or mix sentiment.
n here goes my last wrds ... itna ghatiya cnfsn padh ke jee krta h mar jau ... bt gandalf = ( Y ),neutral,Classify the given article as either positive or negative or mix sentiment.
Fast daey 70 crore bahijaan,positive,Classify the given article as either positive or negative or mix sentiment.
aap aap aap aap aaap aaap nikla baap. #aapsweep #delhidecides historic win,positive,Classify the given article as either positive or negative or mix sentiment.
agar aisa school ho tab to mai pakka top karungi . :d,positive,Classify the given article as either positive or negative or mix sentiment.
"they say you are what you eat , but it's friday and i don't care ! #tgif (@ ogalo crows nest) http/URL",positive,Classify the given article as either positive or negative or mix sentiment.
lovee uuuu saluuuu,positive,Classify the given article as either positive or negative or mix sentiment.
watched muse on the jonathan ross show last night and promptly had nightmares about screwing everything up on wednesday ! eeeeek !,neutral,Classify the given article as either positive or negative or mix sentiment.
@someUSER is on the radio instead . mt @someUSER it's the first week without any waterloo road . going to be a boring thursday .,negative,Classify the given article as either positive or negative or mix sentiment.
khuni saale chal jail ja,negative,Classify the given article as either positive or negative or mix sentiment.
Sexo launde,neutral,Classify the given article as either positive or negative or mix sentiment.
Bahiyya ji sluts works in return of money and gigolo aswell .... to jin logo ki aap baat kr rhe ho unka shayad kisi alag shabd se sambhodhit kiya jayega ... aint u think so,negative,Classify the given article as either positive or negative or mix sentiment.
Bas itna hi likhna hai ?,negative,Classify the given article as either positive or negative or mix sentiment.
and baccho this is how gayrbage bin started . . . :-|,neutral,Classify the given article as either positive or negative or mix sentiment.
agar pak jeeta toh kholi kahey ga.....pakistan barey larkey le kar ataq hai...cheating hai #irfaan #pakvsind #indvspak,negative,Classify the given article as either positive or negative or mix sentiment.
"after a long time , today i watched entire republic day parade . . . . . . . aur is pic ne ladduo ki yaad dila di jo aaj nahi mile . .",neutral,Classify the given article as either positive or negative or mix sentiment.
salman bhai mah ap ki philm jaror dekunga,positive,Classify the given article as either positive or negative or mix sentiment.
Addd mee frnds,neutral,Classify the given article as either positive or negative or mix sentiment.
Chahe mess ka ho ya bahar ka,neutral,Classify the given article as either positive or negative or mix sentiment.
Iam waiting bhaijaan,neutral,Classify the given article as either positive or negative or mix sentiment.
...Hostel,negative,Classify the given article as either positive or negative or mix sentiment.
aur salman bhai movie to chootiya se bani aapne,negative,Classify the given article as either positive or negative or mix sentiment.
bhai kaun si comics ₹20 me milti hai ab ?,neutral,Classify the given article as either positive or negative or mix sentiment.
oh god i wish maths will b like that,neutral,Classify the given article as either positive or negative or mix sentiment.
hahaha cant forget this dialogue . . . dusre section se laya hun . . . used to say that a lot,positive,Classify the given article as either positive or negative or mix sentiment.
Kindlelena hai kya tereko? ?,neutral,Classify the given article as either positive or negative or mix sentiment.
"Modi tujhe jaan se maarna mera kaam hai , main Khalistani huuuuuuu",negative,Classify the given article as either positive or negative or mix sentiment.
"@someUSER c'mon guys fix this please , i dont want this to end up how diablo iii did . . . . . . . : . (",negative,Classify the given article as either positive or negative or mix sentiment.
"calling all voters , i'm calling on nevada , florida , ohio , tuesday night is the night u guys will i repeat will shine for the president lets go !",neutral,Classify the given article as either positive or negative or mix sentiment.
how's channel 4 celebrating its 30th anniversary ? is it pretending the first 20 years when it was any fucking good never happened ?,negative,Classify the given article as either positive or negative or mix sentiment.
puja gupta uski english kesi bi ho tum ladki bas awww hawww karna band kar do its sound lik bitch,negative,Classify the given article as either positive or negative or mix sentiment.
"see you on march 24th . from argentina to miami , no limits for #asot and @someUSER",neutral,Classify the given article as either positive or negative or mix sentiment.
#railbudget2015 @abpnewstv maan gaye tumko presstitutes kya hote hai u are prooving day by day @news24tvchannel gajab randipana gajab,negative,Classify the given article as either positive or negative or mix sentiment.
Help me hlp me plzz bhai,neutral,Classify the given article as either positive or negative or mix sentiment.
bhai log . . . . . yu kisi ki barbaadi ka jashn nhi manaate . . . . . . .,negative,Classify the given article as either positive or negative or mix sentiment.
I m frm Pakistan apki bht bht bht badi fan houn.,neutral,Classify the given article as either positive or negative or mix sentiment.
ek baar mere wrestling stickers chura liye the mere best friend ne . fir ek din uski book ke andar mile . . :p,negative,Classify the given article as either positive or negative or mix sentiment.
#aapsweep jin ke sath ho janta ki duwaye unhay chappan kya 100 incha ka seena b nahi rok pata,positive,Classify the given article as either positive or negative or mix sentiment.
@someUSER i think we all knew it would come to this . we sat through 4 yrs of watching a hatred for the potus build up . and here we are,negative,Classify the given article as either positive or negative or mix sentiment.
guddu rebel hai apna :),positive,Classify the given article as either positive or negative or mix sentiment.
"#aapsweep | @aamaadmiparty shares exclusive, behind the scenes pictures from the party hq. (pics- @twittermirror) http://t.co/q0kzqrtsdu",neutral,Classify the given article as either positive or negative or mix sentiment.
Abhi beach gye the,neutral,Classify the given article as either positive or negative or mix sentiment.
their main agenda is to win elections kisi bhi haalat me,neutral,Classify the given article as either positive or negative or mix sentiment.
Hello koi mere se frndship krlo mere se hor singel nai raha jata,positive,Classify the given article as either positive or negative or mix sentiment.
eric arc elliott may be the best rapper in flatbush zombies .,positive,Classify the given article as either positive or negative or mix sentiment.
rt @pankajdoval: charity begins with yoga #unionbudget2015 #budget2015,neutral,Classify the given article as either positive or negative or mix sentiment.
Jo thesisg de hai,neutral,Classify the given article as either positive or negative or mix sentiment.
one chalk for master ji and 5 chalks for myself,neutral,Classify the given article as either positive or negative or mix sentiment.
#rahulonleave congress ke ache din aa rahe hai! :),positive,Classify the given article as either positive or negative or mix sentiment.
hope so we win the trophy again :),positive,Classify the given article as either positive or negative or mix sentiment.
